X,Y,OBJECTID,SIGN_RGN,SIGN_CNTY,SIGN_RTE,SIGN_TRVL_DRCTN,SIGN_PSTN,SIGN_LTTD,SIGN_LNGTD,MILE_MRKR_DSPL,MILE_MRKR_LABL,LAST_REFRESH_DATE
688858.3924,310332.877599999,2144456,Southeast,Ozaukee,IH 43,Southbound,Median,43.24689295,-87.92001139,87.1999969,IH 43 SB MP 87.2 [OZAUKEE],2025/08/09 05:00:00+00
678101.9816,290889.8882,2144457,Southeast,Milwaukee,IH 41,Northbound,Median,43.07424507,-88.05798286,43.2000008,IH 41 NB MP 43.2 [MILWAUKEE],2025/08/09 05:00:00+00
678615.3928,289052.309599999,2144458,Southeast,Milwaukee,IH 41,Southbound,Median,43.05760011,-88.05220389,42,IH 41 SB MP 42.0 [MILWAUKEE],2025/08/09 05:00:00+00
680222.9953,286567.493000001,2144459,Southeast,Milwaukee,IH 41,Northbound,Median,43.03489987,-88.03318872,40,IH 41 NB MP 40.0 [MILWAUKEE],2025/08/09 05:00:00+00
678515.36,289347.2366,2144460,Southeast,Milwaukee,IH 41,Southbound,Median,43.06027529,-88.05334761,42.2000008,IH 41 SB MP 42.2 [MILWAUKEE],2025/08/09 05:00:00+00
678425.9272,290326.5451,2144461,Southeast,Milwaukee,IH 41,Southbound,Median,43.06910753,-88.05416643,42.7999992,IH 41 SB MP 42.8 [MILWAUKEE],2025/08/09 05:00:00+00
679414.9146,288585.812000001,2144462,Southeast,Milwaukee,IH 41,Southbound,Median,43.05323426,-88.04252496,41.4000015,IH 41 SB MP 41.4 [MILWAUKEE],2025/08/09 05:00:00+00
689375.3465,285557.076300001,2144463,Southeast,Milwaukee,IH 43,Southbound,Median,43.02382162,-87.92121679,311.600006,IH 43 SB MP 311.6 [MILWAUKEE],2025/08/09 05:00:00+00
688843.1954,310979.4779,2144464,Southeast,Ozaukee,IH 43,Southbound,Median,43.25271495,-87.92000039,87.5999985,IH 43 SB MP 87.6 [OZAUKEE],2025/08/09 05:00:00+00
688824.6849,311619.5788,2144465,Southeast,Ozaukee,IH 43,Southbound,Median,43.2584792,-87.92003215,88,IH 43 SB MP 88.0 [OZAUKEE],2025/08/09 05:00:00+00
688822.3728,311946.6505,2144466,Southeast,Ozaukee,IH 43,Southbound,Median,43.26142295,-87.91996039,88.1999969,IH 43 SB MP 88.2 [OZAUKEE],2025/08/09 05:00:00+00
688803.3756,312582.6007,2144467,Southeast,Ozaukee,IH 43,Southbound,Median,43.26714995,-87.91999939,88.5999985,IH 43 SB MP 88.6 [OZAUKEE],2025/08/09 05:00:00+00
688796.1392,312905.9109,2144468,Southeast,Ozaukee,IH 43,Southbound,Median,43.27006095,-87.91998939,88.8000031,IH 43 SB MP 88.8 [OZAUKEE],2025/08/09 05:00:00+00
678488.4963,290027.934599999,2144469,Southeast,Milwaukee,IH 41,Southbound,Median,43.06640703,-88.05348344,42.5999985,IH 41 SB MP 42.6 [MILWAUKEE],2025/08/09 05:00:00+00
557813.7931,449722.283399999,2144470,North Central,Portage,IH 39,Southbound,Median,44.51983305,-89.52418011,158,IH 39 SB MP 158.0 [PORTAGE],2025/08/09 05:00:00+00
556906.9357,451051.8529,2144471,North Central,Portage,IH 39,Northbound,Right,44.53184931,-89.53549582,159,IH 39 NB MP 159.0 [PORTAGE],2025/08/09 05:00:00+00
560864.8123,341614.9781,2144472,Southwest,Columbia,IH 39,Southbound,Right,43.54636577,-89.49413776,89,IH 39 SB MP 89.0 [COLUMBIA],2025/08/09 05:00:00+00
546254.2635,458466.2611,2144473,North Central,Portage,USH 10,Eastbound,Right,44.59906383,-89.66918772,211,USH 10 EB MP 211.0 [PORTAGE],2025/08/09 05:00:00+00
561149.7002,340038.965,2144474,Southwest,Columbia,IH 39,Northbound,Right,43.53215988,-89.49073075,88,IH 39 NB MP 88.0 [COLUMBIA],2025/08/09 05:00:00+00
543081.2566,458341.2059,2144475,North Central,Portage,USH 10,Westbound,Right,44.59804683,-89.70917371,209,USH 10 WB MP 209.0 [PORTAGE],2025/08/09 05:00:00+00
533613.7483,458980.309900001,2144476,North Central,Portage,USH 10,Eastbound,Right,44.60404184,-89.82844767,203,USH 10 EB MP 203.0 [PORTAGE],2025/08/09 05:00:00+00
539879.3601,458440.333900001,2144477,North Central,Portage,USH 10,Eastbound,Right,44.59903483,-89.7495137,207,USH 10 EB MP 207.0 [PORTAGE],2025/08/09 05:00:00+00
547869.2211,458509.999600001,2144478,North Central,Portage,USH 10,Eastbound,Right,44.59939683,-89.64883673,212,USH 10 EB MP 212.0 [PORTAGE],2025/08/09 05:00:00+00
547880.8931,458545.596000001,2144479,North Central,Portage,USH 10,Westbound,Right,44.59971683,-89.64868773,212,USH 10 WB MP 212.0 [PORTAGE],2025/08/09 05:00:00+00
546258.8722,458504.047499999,2144480,North Central,Portage,USH 10,Westbound,Right,44.59940383,-89.66912772,211,USH 10 WB MP 211.0 [PORTAGE],2025/08/09 05:00:00+00
544708.6003,458436.519200001,2144481,North Central,Portage,USH 10,Eastbound,Right,44.59885083,-89.68866472,210,USH 10 EB MP 210.0 [PORTAGE],2025/08/09 05:00:00+00
544697.5046,458474.133400001,2144482,North Central,Portage,USH 10,Westbound,Right,44.59918983,-89.68880272,210,USH 10 WB MP 210.0 [PORTAGE],2025/08/09 05:00:00+00
586648.6561,433947.8994,2144483,North Central,Waupaca,USH 10,Westbound,Right,44.37574683,-89.1634039,248,USH 10 WB MP 248.0 [WAUPACA],2025/08/09 05:00:00+00
573642.4993,444787.008300001,2144484,North Central,Portage,USH 10,Eastbound,Right,44.47440183,-89.32552784,237,USH 10 EB MP 237.0 [PORTAGE],2025/08/09 05:00:00+00
538309.5399,458245.9802,2144485,North Central,Portage,USH 10,Eastbound,Right,44.59732683,-89.76930069,206,USH 10 EB MP 206.0 [PORTAGE],2025/08/09 05:00:00+00
558180.4788,432150.7258,2144486,North Central,Portage,IH 39,Southbound,Right,44.36162586,-89.52086079,147,IH 39 SB MP 147.0 [PORTAGE],2025/08/09 05:00:00+00
579935.2953,438391.5166,2144487,North Central,Portage,USH 10,Eastbound,Right,44.41633483,-89.24715187,243,USH 10 EB MP 243.0 [PORTAGE],2025/08/09 05:00:00+00
577510.9896,440477.2871,2144488,North Central,Portage,USH 10,Westbound,Right,44.43530783,-89.27736986,241,USH 10 WB MP 241.0 [PORTAGE],2025/08/09 05:00:00+00
583959.2255,435721.695800001,2144489,North Central,Waupaca,USH 10,Westbound,Right,44.39195683,-89.19694089,246,USH 10 WB MP 246.0 [WAUPACA],2025/08/09 05:00:00+00
539885.9103,458478.2325,2144490,North Central,Portage,USH 10,Westbound,Right,44.59937583,-89.7494297,207,USH 10 WB MP 207.0 [PORTAGE],2025/08/09 05:00:00+00
552255.3561,454639.049699999,2144491,North Central,Portage,IH 39,Southbound,Median,44.56436584,-89.59381369,163,IH 39 SB MP 163.0 [PORTAGE],2025/08/09 05:00:00+00
538300.9407,458283.8343,2144492,North Central,Portage,USH 10,Westbound,Right,44.59766783,-89.76940769,206,USH 10 WB MP 206.0 [PORTAGE],2025/08/09 05:00:00+00
536693.1416,458289.1547,2144493,North Central,Portage,USH 10,Eastbound,Right,44.59775484,-89.78966569,205,USH 10 EB MP 205.0 [PORTAGE],2025/08/09 05:00:00+00
536695.2656,458327.2607,2144494,North Central,Portage,USH 10,Westbound,Right,44.59809784,-89.78963769,205,USH 10 WB MP 205.0 [PORTAGE],2025/08/09 05:00:00+00
549423.1169,458190.070499999,2144495,North Central,Portage,USH 10,Westbound,Right,44.59645483,-89.62927574,213,USH 10 WB MP 213.0 [PORTAGE],2025/08/09 05:00:00+00
549413.2888,458152.147,2144496,North Central,Portage,USH 10,Eastbound,Right,44.59611383,-89.62940173,213,USH 10 EB MP 213.0 [PORTAGE],2025/08/09 05:00:00+00
558096.2555,430540.899800001,2144497,North Central,Portage,IH 39,Southbound,Right,44.34713761,-89.52203552,146,IH 39 SB MP 146.0 [PORTAGE],2025/08/09 05:00:00+00
582603.8651,436568.240800001,2144498,North Central,Waupaca,USH 10,Westbound,Right,44.39969583,-89.21385488,245,USH 10 WB MP 245.0 [WAUPACA],2025/08/09 05:00:00+00
585337.1134,434864.7655,2144499,North Central,Waupaca,USH 10,Westbound,Right,44.38411983,-89.17974989,247,USH 10 WB MP 247.0 [WAUPACA],2025/08/09 05:00:00+00
574778.6756,441888.944,2144500,North Central,Portage,USH 10,Westbound,Right,44.44822783,-89.31154985,239,USH 10 WB MP 239.0 [PORTAGE],2025/08/09 05:00:00+00
533631.8521,459013.0055,2144501,North Central,Portage,USH 10,Westbound,Right,44.60433584,-89.82821868,203,USH 10 WB MP 203.0 [PORTAGE],2025/08/09 05:00:00+00
553104.7704,453271.8697,2144502,North Central,Portage,IH 39,Northbound,Median,44.55201941,-89.58320531,162,IH 39 NB MP 162.0 [PORTAGE],2025/08/09 05:00:00+00
404865.9849,480990.2311,2144503,Northwest,Eau Claire,USH 53,Southbound,Median,44.793036,-91.455576,87.4000015,USH 53 SB MP 87.4 [EAU CLAIRE],2025/08/09 05:00:00+00
406250.1215,477936.567,2144504,Northwest,Eau Claire,IH 94,Westbound,Right,44.7657764,-91.43740052,70,IH 94 WB MP 70.0 [EAU CLAIRE],2025/08/09 05:00:00+00
405790.8692,479764.9926,2144505,Northwest,Eau Claire,USH 53,Northbound,Median,44.782158,-91.443612,86.4000015,USH 53 NB MP 86.4 [EAU CLAIRE],2025/08/09 05:00:00+00
404902.4264,480997.1349,2144506,Northwest,Eau Claire,USH 53,Northbound,Median,44.793104,-91.455117,87.4000015,USH 53 NB MP 87.4 [EAU CLAIRE],2025/08/09 05:00:00+00
391458.8397,487447.436899999,2144507,Northwest,Eau Claire,IH 94,Westbound,Right,44.848856,-91.626644,58,IH 94 WB MP 58.0 [EAU CLAIRE],2025/08/09 05:00:00+00
398696.1368,479560.038799999,2144508,Northwest,Eau Claire,IH 94,Westbound,Right,44.779145,-91.53321,65,IH 94 WB MP 65.0 [EAU CLAIRE],2025/08/09 05:00:00+00
409191.8576,477231.4088,2144509,Northwest,Eau Claire,IH 94,Eastbound,Right,44.75989202,-91.40008518,72,IH 94 EB MP 72.0 [EAU CLAIRE],2025/08/09 05:00:00+00
392974.0367,486906.970000001,2144510,Northwest,Eau Claire,IH 94,Westbound,Right,44.844264,-91.607342,59,IH 94 WB MP 59.0 [EAU CLAIRE],2025/08/09 05:00:00+00
404823.1661,481312.021299999,2144511,Northwest,Eau Claire,USH 53,Southbound,Median,44.795925,-91.45619,87.5999985,USH 53 SB MP 87.6 [EAU CLAIRE],2025/08/09 05:00:00+00
413218.233,472264.1766,2144512,Northwest,Eau Claire,IH 94,Westbound,Right,44.7158,-91.348186,76,IH 94 WB MP 76.0 [EAU CLAIRE],2025/08/09 05:00:00+00
407074.6031,488311.6723,2144513,Northwest,Chippewa,USH 53,Southbound,Median,44.859277,-91.42929,92.4000015,USH 53 SB MP 92.4 [CHIPPEWA],2025/08/09 05:00:00+00
387018.2153,489305.096100001,2144514,Northwest,Dunn,IH 94,Westbound,Right,44.86475763,-91.68330181,55,IH 94 WB MP 55.0 [DUNN],2025/08/09 05:00:00+00
386984.3713,489267.7688,2144515,Northwest,Dunn,IH 94,Eastbound,Right,44.86441543,-91.68372023,55,IH 94 EB MP 55.0 [DUNN],2025/08/09 05:00:00+00
397662.7029,480682.5077,2144516,Northwest,Eau Claire,IH 94,Westbound,Right,44.78907,-91.546537,64,IH 94 WB MP 64.0 [EAU CLAIRE],2025/08/09 05:00:00+00
407457.804,488819.1984,2144517,Northwest,Chippewa,USH 53,Northbound,Median,44.863905,-91.424554,92.8000031,USH 53 NB MP 92.8 [CHIPPEWA],2025/08/09 05:00:00+00
410279.4819,476053.9047,2144518,Northwest,Eau Claire,IH 94,Eastbound,Right,44.74946249,-91.38609346,73,IH 94 EB MP 73.0 [EAU CLAIRE],2025/08/09 05:00:00+00
406967.9077,478698.1446,2144519,Northwest,Eau Claire,USH 53,Northbound,Median,44.772744,-91.428502,85.4000015,USH 53 NB MP 85.4 [EAU CLAIRE],2025/08/09 05:00:00+00
405782.1871,479752.923699999,2144520,Northwest,Eau Claire,USH 53,Southbound,Median,44.782048,-91.443719,86.4000015,USH 53 SB MP 86.4 [EAU CLAIRE],2025/08/09 05:00:00+00
405074.7865,480414.6142,2144521,Northwest,Eau Claire,USH 53,Northbound,Median,44.78788943,-91.4528071,87,USH 53 NB MP 87.0 [EAU CLAIRE],2025/08/09 05:00:00+00
400125.2144,478741.7301,2144522,Northwest,Eau Claire,IH 94,Westbound,Right,44.77202197,-91.51496104,66,IH 94 WB MP 66.0 [EAU CLAIRE],2025/08/09 05:00:00+00
395531.0082,484996.6303,2144523,Northwest,Eau Claire,IH 94,Westbound,Right,44.827524,-91.574531,61,IH 94 WB MP 61.0 [EAU CLAIRE],2025/08/09 05:00:00+00
406951.8531,478689.8706,2144524,Northwest,Eau Claire,USH 53,Southbound,Median,44.772667,-91.428703,85.4000015,USH 53 SB MP 85.4 [EAU CLAIRE],2025/08/09 05:00:00+00
391446.6016,487412.6763,2144525,Northwest,Eau Claire,IH 94,Eastbound,Right,44.848541,-91.62679,58,IH 94 EB MP 58.0 [EAU CLAIRE],2025/08/09 05:00:00+00
395492.3245,484971.4877,2144526,Northwest,Eau Claire,IH 94,Eastbound,Right,44.827291,-91.575014,61,IH 94 EB MP 61.0 [EAU CLAIRE],2025/08/09 05:00:00+00
404948.3614,483302.5953,2144527,Northwest,Eau Claire,USH 53,Southbound,Median,44.813859,-91.455058,88.8000031,USH 53 SB MP 88.8 [EAU CLAIRE],2025/08/09 05:00:00+00
409226.5688,477260.254899999,2144528,Northwest,Eau Claire,IH 94,Westbound,Right,44.760157,-91.399653,72,IH 94 WB MP 72.0 [EAU CLAIRE],2025/08/09 05:00:00+00
412280.4846,473566.464199999,2144529,Northwest,Eau Claire,IH 94,Westbound,Right,44.72738,-91.360297,75,IH 94 WB MP 75.0 [EAU CLAIRE],2025/08/09 05:00:00+00
404847.9832,481955.5134,2144530,Northwest,Eau Claire,USH 53,Southbound,Median,44.80172,-91.456022,88,USH 53 SB MP 88.0 [EAU CLAIRE],2025/08/09 05:00:00+00
404976.3732,483139.748299999,2144531,Northwest,Eau Claire,USH 53,Northbound,Median,44.812398,-91.454667,88.8000031,USH 53 NB MP 88.8 [EAU CLAIRE],2025/08/09 05:00:00+00
413180.088,472243.0702,2144532,Northwest,Eau Claire,IH 94,Eastbound,Right,44.71560436,-91.34866306,76,IH 94 EB MP 76.0 [EAU CLAIRE],2025/08/09 05:00:00+00
370742.4015,494416.3967,2144533,Northwest,Dunn,IH 94,Eastbound,Right,44.90752333,-91.89072377,44,IH 94 EB MP 44.0 [DUNN],2025/08/09 05:00:00+00
373758.2576,494104.434800001,2144534,Northwest,Dunn,IH 94,Westbound,Right,44.90534248,-91.85245035,46,IH 94 WB MP 46.0 [DUNN],2025/08/09 05:00:00+00
404916.5561,482268.308900001,2144535,Northwest,Eau Claire,USH 53,Northbound,Median,44.804546,-91.455226,88.1999969,USH 53 NB MP 88.2 [EAU CLAIRE],2025/08/09 05:00:00+00
633647.7081,395394.847899999,2144536,Northeast,Winnebago,IH 41,Northbound,Left,44.02290986,-88.58194811,118.400002,IH 41 NB MP 118.4 [WINNEBAGO],2025/08/09 05:00:00+00
633715.3383,385088.716600001,2144537,Northeast,Winnebago,IH 41,Northbound,Right,43.93013611,-88.58331212,112,IH 41 NB MP 112.0 [WINNEBAGO],2025/08/09 05:00:00+00
633646.4855,392474.378900001,2144538,Northeast,Winnebago,IH 41,Southbound,Median,43.99662369,-88.58258963,116.599998,IH 41 SB MP 116.6 [WINNEBAGO],2025/08/09 05:00:00+00
638902.9396,372905.9068,2144539,Northeast,Fond du Lac,IH 41,Southbound,Right,43.81966289,-88.52141915,103,IH 41 SB MP 103.0 [FOND DU LAC],2025/08/09 05:00:00+00
664103.1377,316164.9496,2144540,Southeast,Washington,IH 41,Southbound,Median,43.30452096,-88.22326229,62.4000015,IH 41 SB MP 62.4 [WASHINGTON],2025/08/09 05:00:00+00
642391.2348,424075.755899999,2144541,Northeast,Outagamie,IH 41,Northbound,Median,44.27963369,-88.46621478,138.199997,IH 41 NB MP 138.2 [OUTAGAMIE],2025/08/09 05:00:00+00
642463.7052,418410.316500001,2144542,Northeast,Winnebago,IH 41,Northbound,Median,44.22863325,-88.46663272,134.600006,IH 41 NB MP 134.6 [WINNEBAGO],2025/08/09 05:00:00+00
642454.9866,418412.4496,2144543,Northeast,Winnebago,IH 41,Southbound,Median,44.22865391,-88.46674134,134.600006,IH 41 SB MP 134.6 [WINNEBAGO],2025/08/09 05:00:00+00
633698.2206,386942.2217,2144544,Northeast,Winnebago,IH 41,Northbound,Median,43.94682187,-88.58312912,113.199997,IH 41 NB MP 113.2 [WINNEBAGO],2025/08/09 05:00:00+00
633657.6698,392474.7019,2144545,Northeast,Winnebago,IH 41,Northbound,Left,43.99662486,-88.58245011,116.599998,IH 41 NB MP 116.6 [WINNEBAGO],2025/08/09 05:00:00+00
633691.3857,386942.083900001,2144546,Northeast,Winnebago,IH 41,Southbound,Left,43.94682169,-88.5832143,113.199997,IH 41 SB MP 113.2 [WINNEBAGO],2025/08/09 05:00:00+00
633692.1011,386645.380799999,2144547,Northeast,Winnebago,IH 41,Southbound,Left,43.944151,-88.58326882,113,IH 41 SB MP 113.0 [WINNEBAGO],2025/08/09 05:00:00+00
633652.997,393768.069800001,2144548,Northeast,Winnebago,IH 41,Northbound,Left,44.00826686,-88.58223111,117.400002,IH 41 NB MP 117.4 [WINNEBAGO],2025/08/09 05:00:00+00
633651.6399,394094.130999999,2144549,Northeast,Winnebago,IH 41,Northbound,Median,44.01120186,-88.58217811,117.599998,IH 41 NB MP 117.6 [WINNEBAGO],2025/08/09 05:00:00+00
633683.3361,388538.486300001,2144550,Northeast,Winnebago,IH 41,Northbound,Left,43.96119187,-88.58297312,114.199997,IH 41 NB MP 114.2 [WINNEBAGO],2025/08/09 05:00:00+00
633680.7696,388865.5239,2144551,Northeast,Winnebago,IH 41,Northbound,Left,43.96413587,-88.58293512,114.400002,IH 41 NB MP 114.4 [WINNEBAGO],2025/08/09 05:00:00+00
558002.9081,424107.521400001,2144552,North Central,Portage,IH 39,Southbound,Right,44.28922477,-89.52367543,142,IH 39 SB MP 142.0 [PORTAGE],2025/08/09 05:00:00+00
641015.0993,412095.4275,2144553,Northeast,Winnebago,IH 41,Northbound,Median,44.17204097,-88.48622062,130.399994,IH 41 NB MP 130.4 [WINNEBAGO],2025/08/09 05:00:00+00
640984.6482,415267.7128,2144554,Northeast,Winnebago,IH 41,Northbound,Median,44.2005968,-88.48587058,132.399994,IH 41 NB MP 132.4 [WINNEBAGO],2025/08/09 05:00:00+00
641208.6659,415853.989600001,2144555,Northeast,Winnebago,IH 41,Northbound,Median,44.20583612,-88.48293252,132.800003,IH 41 NB MP 132.8 [WINNEBAGO],2025/08/09 05:00:00+00
641095.4113,411787.9428,2144556,Northeast,Winnebago,IH 41,Southbound,Median,44.16926027,-88.48528719,130.199997,IH 41 SB MP 130.2 [WINNEBAGO],2025/08/09 05:00:00+00
633734.9812,380284.508300001,2144557,Northeast,Fond du Lac,IH 41,Southbound,Right,43.88689088,-88.58409312,109,IH 41 SB MP 109.0 [FOND DU LAC],2025/08/09 05:00:00+00
557886.2535,395711.3114,2144558,North Central,Waushara,IH 39,Northbound,Right,44.03358131,-89.52718371,124,IH 39 NB MP 124.0 [WAUSHARA],2025/08/09 05:00:00+00
556648.9927,398619.214500001,2144559,North Central,Waushara,IH 39,Southbound,Right,44.05982444,-89.5424226,126,IH 39 SB MP 126.0 [WAUSHARA],2025/08/09 05:00:00+00
557998.8877,425721.378900001,2144560,North Central,Portage,IH 39,Southbound,Right,44.3037541,-89.52360837,143,IH 39 SB MP 143.0 [PORTAGE],2025/08/09 05:00:00+00
641111.1837,411566.6997,2144561,Northeast,Winnebago,IH 41,Southbound,Median,44.16726645,-88.48514095,130,IH 41 SB MP 130.0 [WINNEBAGO],2025/08/09 05:00:00+00
641121.9633,411566.684599999,2144562,Northeast,Winnebago,IH 41,Northbound,Median,44.16726452,-88.48500617,130,IH 41 NB MP 130.0 [WINNEBAGO],2025/08/09 05:00:00+00
557393.7214,401700.407299999,2144563,North Central,Waushara,IH 39,Southbound,Right,44.08752709,-89.53290652,128,IH 39 SB MP 128.0 [WAUSHARA],2025/08/09 05:00:00+00
557389.3832,403311.513,2144564,North Central,Waushara,IH 39,Southbound,Right,44.1020322,-89.53284653,129,IH 39 SB MP 129.0 [WAUSHARA],2025/08/09 05:00:00+00
557387.8991,404924.542199999,2144565,North Central,Waushara,IH 39,Southbound,Right,44.11655443,-89.53275068,130,IH 39 SB MP 130.0 [WAUSHARA],2025/08/09 05:00:00+00
557411.0314,408138.239700001,2144566,North Central,Waushara,IH 39,Northbound,Right,44.14548618,-89.53223328,132,IH 39 NB MP 132.0 [WAUSHARA],2025/08/09 05:00:00+00
638925.8626,372933.092,2144567,Northeast,Fond du Lac,IH 41,Northbound,Right,43.81990389,-88.52112815,103,IH 41 NB MP 103.0 [FOND DU LAC],2025/08/09 05:00:00+00
633744.1062,383471.729800001,2144568,Northeast,Winnebago,IH 41,Northbound,Right,43.91557737,-88.58329932,111,IH 41 NB MP 111.0 [WINNEBAGO],2025/08/09 05:00:00+00
633721.2698,381877.9748,2144569,Northeast,Winnebago,IH 41,Southbound,Right,43.90123567,-88.58392387,110,IH 41 SB MP 110.0 [WINNEBAGO],2025/08/09 05:00:00+00
633641.7297,394742.444700001,2144570,Northeast,Winnebago,IH 41,Southbound,Median,44.01703869,-88.58216265,118,IH 41 SB MP 118.0 [WINNEBAGO],2025/08/09 05:00:00+00
557958.7044,416079.4409,2144571,North Central,Waushara,IH 39,Southbound,Right,44.21695188,-89.52481181,137,IH 39 SB MP 137.0 [WAUSHARA],2025/08/09 05:00:00+00
617057.989,339039.200300001,2144572,Southwest,Dodge,USH 151,Northbound,Right,43.5179849,-88.79909409,137,USH 151 NB MP 137.0 [DODGE],2025/08/09 05:00:00+00
640841.9747,413660.219799999,2144573,Northeast,Winnebago,IH 41,Southbound,Median,44.18615291,-88.48802556,131.399994,IH 41 SB MP 131.4 [WINNEBAGO],2025/08/09 05:00:00+00
633642.73,393768.068700001,2144574,Northeast,Winnebago,IH 41,Southbound,Median,44.00826844,-88.58235915,117.400002,IH 41 SB MP 117.4 [WINNEBAGO],2025/08/09 05:00:00+00
633650.6237,394418.9761,2144575,Northeast,Winnebago,IH 41,Northbound,Left,44.01412586,-88.58212111,117.800003,IH 41 NB MP 117.8 [WINNEBAGO],2025/08/09 05:00:00+00
633690.5619,387912.000700001,2144576,Northeast,Winnebago,IH 41,Northbound,Left,43.95555187,-88.58301712,113.800003,IH 41 NB MP 113.8 [WINNEBAGO],2025/08/09 05:00:00+00
557467.8544,401701.425899999,2144577,North Central,Waushara,IH 39,Northbound,Right,44.08753248,-89.53198046,128,IH 39 NB MP 128.0 [WAUSHARA],2025/08/09 05:00:00+00
640161.3469,371875.380000001,2144578,Northeast,Fond du Lac,IH 41,Southbound,Right,43.81018389,-88.50600716,102,IH 41 SB MP 102.0 [FOND DU LAC],2025/08/09 05:00:00+00
633685.7467,387590.415100001,2144579,Northeast,Winnebago,IH 41,Southbound,Left,43.95265808,-88.5831459,113.599998,IH 41 SB MP 113.6 [WINNEBAGO],2025/08/09 05:00:00+00
633648.75,394742.362199999,2144580,Northeast,Winnebago,IH 41,Northbound,Median,44.01703686,-88.58207511,118,IH 41 NB MP 118.0 [WINNEBAGO],2025/08/09 05:00:00+00
703367.9792,402330.546599999,2144581,Northeast,Manitowoc,IH 43,Northbound,Right,44.0712028,-87.71015837,149,IH 43 NB MP 149.0 [MANITOWOC],2025/08/09 05:00:00+00
648563.0061,426273.9542,2144582,Northeast,Outagamie,IH 41,Southbound,Median,44.29835184,-88.38835988,143,IH 41 SB MP 143.0 [OUTAGAMIE],2025/08/09 05:00:00+00
703768.5321,400829.8883,2144583,Northeast,Manitowoc,IH 43,Northbound,Right,44.05760229,-87.7056821,148,IH 43 NB MP 148.0 [MANITOWOC],2025/08/09 05:00:00+00
703322.952,402295.5023,2144584,Northeast,Manitowoc,IH 43,Southbound,On Ramp Right,44.0708988,-87.71073237,149,IH 43 SB MP 149.0 [MANITOWOC],2025/08/09 05:00:00+00
651206.5621,424813.2072,2144585,Northeast,Outagamie,STH 441,Northbound,Right,44.2847338,-88.35560115,10,STH 441 NB MP 10.0 [OUTAGAMIE],2025/08/09 05:00:00+00
652052.0722,426295.2147,2144586,Northeast,Outagamie,IH 41,Northbound,Median,44.2979178,-88.34463415,145.199997,IH 41 NB MP 145.2 [OUTAGAMIE],2025/08/09 05:00:00+00
384586.7374,492155.167099999,2144587,Northwest,Dunn,USH 12,Eastbound,Right,44.88994509,-91.71482789,61,USH 12 EB MP 61.0 [DUNN],2025/08/09 05:00:00+00
505566.8887,496917.8325,2144588,North Central,Marathon,STH 29,Westbound,Right,44.94554847,-90.18295256,140,STH 29 WB MP 140.0 [MARATHON],2025/08/09 05:00:00+00
505567.3824,496893.212400001,2144589,North Central,Marathon,STH 29,Eastbound,Right,44.94532685,-90.1829456,140,STH 29 EB MP 140.0 [MARATHON],2025/08/09 05:00:00+00
510385.4906,496905.8302,2144590,North Central,Marathon,STH 29,Westbound,Right,44.94552194,-90.12187243,143,STH 29 WB MP 143.0 [MARATHON],2025/08/09 05:00:00+00
463842.3844,497834.613700001,2144591,Northwest,Clark,STH 29,Eastbound,Right,44.95172887,-90.7119242,113,STH 29 EB MP 113.0 [CLARK],2025/08/09 05:00:00+00
560388.1671,490961.7585,2144592,North Central,Marathon,STH 29,Eastbound,Right,44.89093277,-89.48852874,178,STH 29 EB MP 178.0 [MARATHON],2025/08/09 05:00:00+00
571552.535,490010.5189,2144593,North Central,Marathon,STH 29,Eastbound,Right,44.88164949,-89.34724946,185,STH 29 EB MP 185.0 [MARATHON],2025/08/09 05:00:00+00
561938.0927,490674.0602,2144594,North Central,Marathon,STH 29,Eastbound,Right,44.8882534,-89.46892532,179,STH 29 EB MP 179.0 [MARATHON],2025/08/09 05:00:00+00
578923.3127,484949.0941,2144595,North Central,Marathon,STH 29,Eastbound,Right,44.83551811,-89.25451732,191,STH 29 EB MP 191.0 [MARATHON],2025/08/09 05:00:00+00
382047.3125,572756.9629,2144596,Northwest,Barron,USH 53,Northbound,Median,45.614655,-91.769354,151,USH 53 NB MP 151.0 [BARRON],2025/08/09 05:00:00+00
446143.7416,498030.700999999,2144597,Northwest,Chippewa,STH 29,Westbound,Right,44.95187486,-90.93629666,102,STH 29 WB MP 102.0 [CHIPPEWA],2025/08/09 05:00:00+00
487616.7205,496842.9133,2144598,Northwest,Clark,STH 29,Westbound,Right,44.94428291,-90.41047792,128,STH 29 WB MP 128.0 [CLARK],2025/08/09 05:00:00+00
474855.8212,496540.9604,2144599,Northwest,Clark,STH 29,Westbound,Right,44.94086896,-90.57219621,120,STH 29 WB MP 120.0 [CLARK],2025/08/09 05:00:00+00
568334.1743,490072.119999999,2144600,North Central,Marathon,STH 29,Eastbound,Right,44.88242963,-89.38799158,183,STH 29 EB MP 183.0 [MARATHON],2025/08/09 05:00:00+00
516850.2026,496706.747099999,2144601,North Central,Marathon,STH 29,Eastbound,Right,44.94378783,-90.03992527,147,STH 29 EB MP 147.0 [MARATHON],2025/08/09 05:00:00+00
516849.9445,496731.306399999,2144602,North Central,Marathon,STH 29,Westbound,Right,44.94400892,-90.0399287,147,STH 29 WB MP 147.0 [MARATHON],2025/08/09 05:00:00+00
